rules,support,confidence,coverage,lift,count
{Electrolyte Concentration (M)_1} => {Electrode Area cm2_1~},0.039432177,0.675675676,0.058359621,2.534783304,25
{Electrolyte Concentration (M)_1} => {ZIF or MOF Derived_yes},0.044164038,0.756756757,0.058359621,2.805753122,28
{Electrolyte Concentration (M)_1} => {Rising Rate_~4},0.041009464,0.702702703,0.058359621,2.382425206,26
{Electrolyte Concentration (M)_1} => {Main Transition Metal Content (wt. %)_0.5~2},0.031545741,0.540540541,0.058359621,1.696548033,20
{Electrolyte Concentration (M)_1} => {Pyridinic N Ratio_50~75},0.042586751,0.72972973,0.058359621,2.279057383,27
{Electrolyte Concentration (M)_1} => {Pyrolysis Temperature_800~900},0.031545741,0.540540541,0.058359621,1.579275128,20
{Electrolyte Concentration (M)_1} => {BET Surface Area (m2/g)_500~1000},0.034700315,0.594594595,0.058359621,1.351157609,22
{Electrolyte Concentration (M)_1} => {Metal-N Coordination Number (XAS)_3~4},0.033123028,0.567567568,0.058359621,1.067768065,21
{Electrolyte Concentration (M)_1} => {Acid Wash_not},0.033123028,0.567567568,0.058359621,1.039993751,21
{Electrolyte Concentration (M)_1} => {Graphitic N Ratio_0~25},0.042586751,0.72972973,0.058359621,1.29593459,27
{Electrolyte Concentration (M)_1} => {Pyrrolic N Ratio_0~25},0.044164038,0.756756757,0.058359621,1.220823877,28
{Electrolyte Concentration (M)_1} => {Glassy Carbon},0.055205047,0.945945946,0.058359621,1.281473781,35
{Electrolyte Concentration (M)_1} => {Graphene/Carbon Nanosheets or other 2D Structures_not},0.052050473,0.891891892,0.058359621,1.079121106,33
{Electrolyte Concentration (M)_1} => {Hard or Soft Templated_not},0.055205047,0.945945946,0.058359621,1.106512416,35
{Electrolyte Concentration (M)_1} => {Carbon Nanofiber/Nanotubes_not},0.056782334,0.972972973,0.058359621,1.123615419,36
{Electrolyte Concentration (M)_1} => {Biomass or other Organic Derived_not},0.055205047,0.945945946,0.058359621,1.080594108,35
{Electrolyte Concentration (M)_1} => {Polymer Derived_not},0.055205047,0.945945946,0.058359621,1.072861771,35
{Electrolyte Concentration (M)_1} => {disqualified},0.036277603,0.621621622,0.058359621,0.698773241,23
{Electrolyte Concentration (M)_1} => {Carbon Black Derived_not},0.056782334,0.972972973,0.058359621,1.087945088,36
{Electrolyte Concentration (M)_1} => {H-type Cell},0.047318612,0.810810811,0.058359621,0.848274017,30
{Electrolyte Concentration (M)_1} => {Oxidized N Ratio_~25},0.058359621,1,0.058359621,1.035947712,37
{Electrolyte pH_8~} => {Nafion115},0.034700315,0.564102564,0.061514196,2.536461175,22
{Electrolyte pH_8~} => {Pyrolysis Time (h)_2~4},0.031545741,0.512820513,0.061514196,2.182068491,20
{Electrolyte pH_8~} => {Electrode Area cm2_1~},0.039432177,0.641025641,0.061514196,2.404794417,25
{Electrolyte pH_8~} => {ZIF or MOF Derived_yes},0.045741325,0.743589744,0.061514196,2.756935073,29
{Electrolyte pH_8~} => {Rising Rate_~4},0.041009464,0.666666667,0.061514196,2.260249554,26
{Electrolyte pH_8~} => {Main Transition Metal Content (wt. %)_0.5~2},0.031545741,0.512820513,0.061514196,1.60954557,20
{Electrolyte pH_8~} => {Pyridinic N Ratio_50~75},0.045741325,0.743589744,0.061514196,2.322344322,29
{Electrolyte pH_8~} => {Pyrolysis Temperature_800~900},0.031545741,0.512820513,0.061514196,1.49828666,20
{Electrolyte pH_8~} => {BET Surface Area (m2/g)_500~1000},0.036277603,0.58974359,0.061514196,1.340134179,23
{Electrolyte pH_8~} => {Metal-N Coordination Number (XAS)_3~4},0.036277603,0.58974359,0.061514196,1.10948794,23
{Electrolyte pH_8~} => {Acid Wash_not},0.034700315,0.564102564,0.061514196,1.033644583,22
{Electrolyte pH_8~} => {Graphitic N Ratio_0~25},0.045741325,0.743589744,0.061514196,1.320548732,29
{Electrolyte pH_8~} => {Pyrrolic N Ratio_0~25},0.047318612,0.769230769,0.061514196,1.240947348,30
{Electrolyte pH_8~} => {Glassy Carbon},0.058359621,0.948717949,0.061514196,1.285229016,37
{Electrolyte pH_8~} => {Graphene/Carbon Nanosheets or other 2D Structures_not},0.055205047,0.897435897,0.061514196,1.085828929,35
{Electrolyte pH_8~} => {Hard or Soft Templated_not},0.058359621,0.948717949,0.061514196,1.109754944,37
{Electrolyte pH_8~} => {Carbon Nanofiber/Nanotubes_not},0.059936909,0.974358974,0.061514196,1.12521601,38
{Electrolyte pH_8~} => {Biomass or other Organic Derived_not},0.058359621,0.948717949,0.061514196,1.083760684,37
{Electrolyte pH_8~} => {Polymer Derived_not},0.058359621,0.948717949,0.061514196,1.076005688,37
{Electrolyte pH_8~} => {disqualified},0.036277603,0.58974359,0.061514196,0.662938716,23
{Electrolyte pH_8~} => {Carbon Black Derived_not},0.058359621,0.948717949,0.061514196,1.06082395,37
{Electrolyte pH_8~} => {H-type Cell},0.047318612,0.769230769,0.061514196,0.804772785,30
{Electrolyte pH_8~} => {Oxidized N Ratio_~25},0.061514196,1,0.061514196,1.035947712,39
{Metal-N Coordination Number (XAS)_2~3} => {ZIF or MOF Derived_yes},0.034700315,0.55,0.063091483,2.039181287,22
{Metal-N Coordination Number (XAS)_2~3} => {Pyrrolic N Ratio_25~50},0.031545741,0.5,0.063091483,1.481308411,20
{Metal-N Coordination Number (XAS)_2~3} => {Ni},0.03785489,0.6,0.063091483,1.769302326,24
{Metal-N Coordination Number (XAS)_2~3} => {Catalyst Loading (mg cm-2)_0.5~1},0.034700315,0.55,0.063091483,1.190102389,22
{Metal-N Coordination Number (XAS)_2~3} => {Raman ID/IG Ratio_1~1.2},0.042586751,0.675,0.063091483,1.403114754,27
{Metal-N Coordination Number (XAS)_2~3} => {Electrolyte Concentration (M)_0.5},0.034700315,0.55,0.063091483,1.034718101,22
{Metal-N Coordination Number (XAS)_2~3} => {Electrolyte pH_7~8},0.033123028,0.525,0.063091483,0.978970588,21
{Metal-N Coordination Number (XAS)_2~3} => {Rising Rate_4~8},0.039432177,0.625,0.063091483,1.151889535,25
{Metal-N Coordination Number (XAS)_2~3} => {Acid Wash_not},0.042586751,0.675,0.063091483,1.236849711,27
{Metal-N Coordination Number (XAS)_2~3} => {Graphitic N Ratio_0~25},0.044164038,0.7,0.063091483,1.243137255,28
{Metal-N Coordination Number (XAS)_2~3} => {Electrode Area cm2_~1},0.042586751,0.675,0.063091483,0.922306034,27
{Metal-N Coordination Number (XAS)_2~3} => {Glassy Carbon},0.05362776,0.85,0.063091483,1.151495726,34
{Metal-N Coordination Number (XAS)_2~3} => {Nafion117},0.039432177,0.625,0.063091483,0.843085106,25
{Metal-N Coordination Number (XAS)_2~3} => {Graphene/Carbon Nanosheets or other 2D Structures_not},0.055205047,0.875,0.063091483,1.058683206,35
{Metal-N Coordination Number (XAS)_2~3} => {Hard or Soft Templated_not},0.058359621,0.925,0.063091483,1.08201107,37
{Metal-N Coordination Number (XAS)_2~3} => {Carbon Nanofiber/Nanotubes_not},0.061514196,0.975,0.063091483,1.125956284,39
{Metal-N Coordination Number (XAS)_2~3} => {Biomass or other Organic Derived_not},0.056782334,0.9,0.063091483,1.028108108,36
{Metal-N Coordination Number (XAS)_2~3} => {Polymer Derived_not},0.050473186,0.8,0.063091483,0.907334526,32
{Metal-N Coordination Number (XAS)_2~3} => {disqualified},0.050473186,0.8,0.063091483,0.89929078,32
{Metal-N Coordination Number (XAS)_2~3} => {Carbon Black Derived_not},0.061514196,0.975,0.063091483,1.09021164,39
{Metal-N Coordination Number (XAS)_2~3} => {H-type Cell},0.063091483,1,0.063091483,1.04620462,40
{Metal-N Coordination Number (XAS)_2~3} => {Oxidized N Ratio_~25},0.061514196,0.975,0.063091483,1.01004902,39
{Co} => {Catalyst Loading (mg cm-2)_~0.5},0.034700315,0.523809524,0.066246057,1.450197546,22
{Co} => {Electrolyte pH_~7},0.044164038,0.666666667,0.066246057,1.664041995,28
{Co} => {Electrolyte Concentration (M)_0.1},0.033123028,0.5,0.066246057,1.248031496,21
{Co} => {BET Surface Area (m2/g)_500~1000},0.03785489,0.571428571,0.066246057,1.298515105,24
{Co} => {Raman ID/IG Ratio_1~1.2},0.039432177,0.595238095,0.066246057,1.237314598,25
{Co} => {Metal-N Coordination Number (XAS)_3~4},0.044164038,0.666666667,0.066246057,1.254203759,28
{Co} => {Rising Rate_4~8},0.03785489,0.571428571,0.066246057,1.053156146,24
{Co} => {Acid Wash_not},0.036277603,0.547619048,0.066246057,1.003440683,23
{Co} => {Pyridinic N Ratio_25~50},0.041009464,0.619047619,0.066246057,1.124573612,26
{Co} => {Pyrrolic N Ratio_0~25},0.041009464,0.619047619,0.066246057,0.998667151,26
{Co} => {ZIF or MOF Derived_not},0.045741325,0.69047619,0.066246057,0.94753659,29
{Co} => {Electrode Area cm2_~1},0.05362776,0.80952381,0.066246057,1.106116585,34
{Co} => {Glassy Carbon},0.048895899,0.738095238,0.066246057,0.99989825,31
{Co} => {Nafion117},0.048895899,0.738095238,0.066246057,0.995643364,31
{Co} => {Graphene/Carbon Nanosheets or other 2D Structures_not},0.059936909,0.904761905,0.066246057,1.094692839,38
{Co} => {Hard or Soft Templated_not},0.047318612,0.714285714,0.066246057,0.835529784,30
{Co} => {Carbon Nanofiber/Nanotubes_not},0.066246057,1,0.066246057,1.154826958,42
{Co} => {Biomass or other Organic Derived_not},0.061514196,0.928571429,0.066246057,1.060746461,39
{Co} => {Polymer Derived_not},0.063091483,0.952380952,0.066246057,1.08016015,40
{Co} => {disqualified},0.061514196,0.928571429,0.066246057,1.043819656,39
{Co} => {Carbon Black Derived_not},0.050473186,0.761904762,0.066246057,0.851935836,32
{Co} => {H-type Cell},0.061514196,0.928571429,0.066246057,0.971475719,39
{Co} => {Oxidized N Ratio_~25},0.066246057,1,0.066246057,1.035947712,42
{Carbon Black Derived_yes} => {Rising Rate_8~},0.058359621,0.560606061,0.104100946,3.484551396,37
{Rising Rate_8~} => {Carbon Black Derived_yes},0.058359621,0.362745098,0.160883281,3.484551396,37
{Carbon Black Derived_yes} => {BET Surface Area (m2/g)_1000~},0.039432177,0.378787879,0.104100946,2.183195592,25
{BET Surface Area (m2/g)_1000~} => {Carbon Black Derived_yes},0.039432177,0.227272727,0.173501577,2.183195592,25
{Carbon Black Derived_yes} => {Catalyst Loading (mg cm-2)_1~},0.036277603,0.348484848,0.104100946,1.99044499,23
{Catalyst Loading (mg cm-2)_1~} => {Carbon Black Derived_yes},0.036277603,0.207207207,0.175078864,1.99044499,23
{Carbon Black Derived_yes} => {Raman ID/IG Ratio_1.2~},0.045741325,0.439393939,0.104100946,2.422397892,29
{Raman ID/IG Ratio_1.2~} => {Carbon Black Derived_yes},0.045741325,0.252173913,0.181388013,2.422397892,29
{Carbon Black Derived_yes} => {Pyrolysis Temperature_900~1000},0.031545741,0.303030303,0.104100946,1.164370983,20
{Carbon Black Derived_yes} => {Carbon Paper},0.047318612,0.454545455,0.104100946,1.746556474,30
{Carbon Black Derived_yes} => {Nitrogen Cotent (wt. %)_0~4},0.070977918,0.681818182,0.104100946,2.216783217,45
{Nitrogen Cotent (wt. %)_0~4} => {Carbon Black Derived_yes},0.070977918,0.230769231,0.307570978,2.216783217,45
{Carbon Black Derived_yes} => {Main Transition Metal Content (wt. %)_0.5~2},0.045741325,0.439393939,0.104100946,1.379087909,29
{Carbon Black Derived_yes} => {Pyridinic N Ratio_50~75},0.03785489,0.363636364,0.104100946,1.135691894,24
{Carbon Black Derived_yes} => {Pyrolysis Time (h)_~1},0.052050473,0.5,0.104100946,1.516746411,33
{Carbon Black Derived_yes} => {Pyrrolic N Ratio_25~50},0.042586751,0.409090909,0.104100946,1.211979609,27
{Carbon Black Derived_yes} => {Ni},0.045741325,0.439393939,0.104100946,1.295701198,29
{Carbon Black Derived_yes} => {BET Surface Area (m2/g)_0~500},0.047318612,0.454545455,0.104100946,1.181073025,30
{Carbon Black Derived_yes} => {Electrolyte pH_~7},0.044164038,0.424242424,0.104100946,1.058935815,28
{Carbon Black Derived_yes} => {Electrolyte Concentration (M)_0.1},0.041009464,0.393939394,0.104100946,0.983297542,26
{Carbon Black Derived_yes} => {Pyrolysis Time (h)_1~2},0.03785489,0.363636364,0.104100946,0.904099822,24
{Carbon Black Derived_yes} => {Acid Wash_yes},0.059936909,0.575757576,0.104100946,1.271882589,38
{Carbon Black Derived_yes} => {Catalyst Loading (mg cm-2)_0.5~1},0.045741325,0.439393939,0.104100946,0.950770504,29
{Carbon Black Derived_yes} => {Raman ID/IG Ratio_1~1.2},0.036277603,0.348484848,0.104100946,0.724391456,23
{Carbon Black Derived_yes} => {Metal-N Coordination Number (XAS)_3~4},0.082018927,0.787878788,0.104100946,1.482240806,52
{Carbon Black Derived_yes} => {Electrolyte Concentration (M)_0.5},0.061514196,0.590909091,0.104100946,1.111680604,39
{Carbon Black Derived_yes} => {Electrolyte pH_7~8},0.056782334,0.545454545,0.104100946,1.017112299,36
{Carbon Black Derived_yes} => {Rising Rate_4~8},0.045741325,0.439393939,0.104100946,0.809813249,29
{Carbon Black Derived_yes} => {Acid Wash_not},0.044164038,0.424242424,0.104100946,0.777369066,28
